Title,ISBN,Author,Rating,Date of publish,Category,user_id,LIKE,Comment
"Stealing the Network: The Complete Series Collector's Edition, Final Chapter,",9781597492997,"Ryan Russell,Ryan Russell,Timothy Mullen",4.0,"April 1, 2009",Computer-Science,497,1,Disappointing after all the hype.
The Chronicles of Prydain,9780805082746,Lloyd Alexander,4.0,"October 12, 1989",Children,433,0,The world-building in this fantasy novel is incredible.
Not My Blood (Joe Sandilands #10),9781616951542,Barbara Cleverly,,"January 1, 2012",Children,378,1,The world-building in this fantasy novel is incredible.
"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success",9780062391544,Amy Morin,4.0,"December 23, 2014",Personal-Development,122,1,The world-building in this fantasy novel is incredible.
"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success",9780062391544,Amy Morin,4.0,"December 23, 2014",Personal-Development,401,0,I found the writing style to be quite beautiful.
Calculus Made Easy,9780312185480,Silvanus Phillips Thompson,4.0,"January 1, 1910",Math,51,0,A classic for a reason. Highly enjoyable.
Calculus Made Easy,9780312185480,Silvanus Phillips Thompson,4.0,"January 1, 1910",Math,162,1,A captivating story with well-developed characters.
"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal",9781591846017,Nick Bilton,4.0,"November 5, 2013",Technology,407,1,I struggled to connect with the main character.
"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal",9781591846017,Nick Bilton,4.0,"November 5, 2013",Technology,480,0,A quick and entertaining read.
Book of Proof,9780989472128,Richard Hammack,,"January 1, 2009",Computer-Science,34,0,The plot twists kept me guessing until the end.
Book of Proof,9780989472128,Richard Hammack,4.0,"January 1, 2009",Computer-Science,216,0,A thought-provoking and insightful book.
Book of Proof,9780989472128,Richard Hammack,4.0,"January 1, 2009",Computer-Science,287,1,I couldn't put it down!
"UFOs: Generals, Pilots and Government Officials Go on the Record",9780307716842,Leslie Kean,,"January 1, 2010",Personal-Development,369,0,Disappointing after all the hype.
"Inversions (Culture, #6)",9781857237634,Iain M. Banks,4.0,"June 1, 1998",Artificial-Intelligence,229,1,
The Ra Material BOOK ONE: An Ancient Astronaut Speaks (Book One),9780898652604,"James Allen McCarty,Carla Lisbeth Rueckert,Donald Tully Elkins",,"January 1, 1981",Personal-Development,167,0,
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",9780316204361,Malcolm Gladwell,4.0,"October 1, 2013",Personal-Development,89,1,A quick and entertaining read.
"Exile for Dreamers (Stranje House, #2)",9780765376022,Kathleen Baldwin,,"May 24, 2016",Math,67,0,A captivating story with well-developed characters.
"Debt: The First 5,000 Years",9781933633862,David Graeber,4.0,"July 12, 2011",Personal-Development,94,1,
"Debt: The First 5,000 Years",9781933633862,David Graeber,4.0,"July 12, 2011",Personal-Development,166,1,I struggled to connect with the main character.
"The Visual Display of Quantitative Information, 2nd Ed.",9780961392147,Edward R. Tufte,,"January 1, 1983",Computer-Science,487,1,I struggled to connect with the main character.
"Ada Lovelace (Little People, BIG DREAMS, #10)",9781786030764,"Mª Isabel Sánchez Vegara,Zafouko Yamamoto",4.0,"November 2, 2017",Math,208,1,I would recommend this to fans of [genre].
"Ada Lovelace (Little People, BIG DREAMS, #10)",9781786030764,"Mª Isabel Sánchez Vegara,Zafouko Yamamoto",4.0,"November 2, 2017",Math,489,1,This book really made me think about [a theme].
How to Solve It : A New Aspect of Mathematical Method,9780140124996,George Pólya,,"November 30, 1944",Computer-Science,124,0,I struggled to connect with the main character.
"Love, Theoretically",9781408725795,Ali Hazelwood,,"June 13, 2023",Technology,399,1,
Schaum's Outline of Signals and Systems,9780070306417,Hwei P. Hsu,4.0,"March 1, 1995",Math,245,0,A captivating story with well-developed characters.
Numbers: The Universal Language,9780810928459,Denis Guedj,4.0,"November 18, 1996",Math,69,1,I struggled to connect with the main character.
The Secret of the Blue Glass,9781782690344,"Tomiko Inui,Ginny Tapley Takemori",4.0,"January 1, 1957",studio-ghibli,450,0,"Not what I expected, but in a good way!"
Morris Micklewhite and the Tangerine Dress,9781554983476,"Christine  Baldacchino,Isabelle  Malenfant",4.0,"May 1, 2014",Personal-Development,2,0,
Morris Micklewhite and the Tangerine Dress,9781554983476,"Christine  Baldacchino,Isabelle  Malenfant",4.0,"May 1, 2014",Personal-Development,198,1,A captivating story with well-developed characters.
Humphrey the Lost Whale,9780893463465,"Wendy Tokuda,Richard Hall,Hanako Wakiyama",4.0,"January 1, 1986",Math,296,1,The plot twists kept me guessing until the end.
Humphrey the Lost Whale,9780893463465,"Wendy Tokuda,Richard Hall,Hanako Wakiyama",,"January 1, 1986",Math,437,1,A captivating story with well-developed characters.
Garfield: His 9 Lives,9780345320612,Jim Davis,,"October 12, 1984",Children,210,1,"Not what I expected, but in a good way!"
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",9780307271914,Christopher McDougall,2.0,"April 23, 2009",Biology,44,0,This book really made me think about [a theme].
"Private (Private, #1)",9781416918738,Kate Brian,2.0,"July 1, 2006",Children,191,0,I found the writing style to be quite beautiful.
The Untethered Soul: The Journey Beyond Yourself,9781572245372,Michael A. Singer,4.0,"October 3, 2007",Personal-Development,110,0,I struggled to connect with the main character.
Chicken Cheeks,9781416948643,"Michael Ian Black,Kevin Hawkes",4.0,"January 6, 2009",Children,187,1,I couldn't put it down!
C# in Depth,9781935182474,Jon Skeet,,"April 21, 2008",Computer-Science,172,0,"Not what I expected, but in a good way!"
The Day I Swapped My Dad for Two Goldfish,9780060587017,"Neil Gaiman,Dave McKean",4.0,"March 4, 1997",Comics,425,1,"Not what I expected, but in a good way!"
Exercises in Programming Style,9781482227376,Cristina Videira Lopes,4.0,"January 15, 2014",Computer-Science,367,1,The world-building in this fantasy novel is incredible.
Exercises in Programming Style,9781482227376,Cristina Videira Lopes,4.0,"January 15, 2014",Computer-Science,371,1,I couldn't put it down!
The Bliss Experiment: 28 Days to Personal Transformation,9781451642117,Sean Meshorer,4.0,"May 8, 2012",Personal-Development,341,0,
"The Forests of Silence (Deltora Quest, #1)",9780545010313,Emily Rodda,4.0,"May 1, 2000",Children,361,0,This book really made me think about [a theme].
Enthusiasm Makes the Difference,9780743234818,Norman Vincent Peale,2.0,"January 1, 1967",Personal-Development,490,0,Disappointing after all the hype.
"Math-ish: Finding Creativity, Diversity, and Meaning in Mathematics",9780063340800,Jo Boaler,4.0,"May 7, 2024",Math,493,1,The world-building in this fantasy novel is incredible.
Statistics: An Introduction Using R,9781118941102,Michael J. Crawley,,"March 11, 2005",Computer-Science,95,1,A captivating story with well-developed characters.
Statistics: An Introduction Using R,9781118941102,Michael J. Crawley,4.0,"March 11, 2005",Computer-Science,409,0,The plot twists kept me guessing until the end.
Love Does: Discover a Secretly Incredible Life in an Ordinary World,9781400203758,Bob       Goff,4.0,"January 1, 2012",Personal-Development,279,1,I found the writing style to be quite beautiful.
Love Does: Discover a Secretly Incredible Life in an Ordinary World,9781400203758,Bob       Goff,4.0,"January 1, 2012",Personal-Development,344,1,I would recommend this to fans of [genre].
The Seat of the Soul,9780684865188,Gary Zukav,4.0,"March 1, 1989",Personal-Development,389,1,I couldn't put it down!
"Fractions, Decimals, and Percents",9780823421992,"David A. Adler,Edward Miller",3.0,"February 1, 2010",Math,401,0,A quick and entertaining read.
Who Was Marie Curie?,9780448478968,"Megan Stine,Who H.Q.,Ted Hammond",4.0,"August 7, 2014",Math,329,1,This book really made me think about [a theme].
"Paddington at Large (Paddington, #5)",9780618196784,"Michael Bond,Peggy Fortnum,Александра Глебовская,Катерина Сиверцева,Алла Човжик",,"April 27, 1962",Children,353,1,I struggled to connect with the main character.
Lessons in Chemistry,9783527337750,Bonnie Garmus,4.0,"March 31, 2022",Technology,494,1,A classic for a reason. Highly enjoyable.
The Caboose Who Got Loose,9780395287156,Bill Peet,4.0,"January 1, 1971",Cars,456,0,Disappointing after all the hype.
Introduction To Probability,9781886529236,"Dimitri P. Bertsekas,John N. Tsitsiklis",4.0,"June 24, 2002",Computer-Science,21,0,"Not what I expected, but in a good way!"
Seven Concurrency Models in Seven Weeks: When Threads Unravel (The Pragmatic Programmers),9781937785659,Paul   Butcher,4.0,"January 22, 2014",Computer-Science,105,0,
The Immortal Life of Henrietta Lacks,9781400052172,Rebecca Skloot,,"February 2, 2010",Biology,155,0,This book really made me think about [a theme].
The Immortal Life of Henrietta Lacks,9781400052172,Rebecca Skloot,4.0,"February 2, 2010",Biology,259,0,A quick and entertaining read.
The Immortal Life of Henrietta Lacks,9781400052172,Rebecca Skloot,4.0,"February 2, 2010",Biology,293,1,I found the writing style to be quite beautiful.
Doing Data Science: Straight Talk from the Frontline,9781449358655,"Cathy O&apos;Neil,Rachel Schutt",,"January 1, 2013",Computer-Science,158,0,
Doing Data Science: Straight Talk from the Frontline,9781449358655,"Cathy O&apos;Neil,Rachel Schutt",,"January 1, 2013",Computer-Science,202,0,I found the writing style to be quite beautiful.
The Thief of Always,9780061091469,Clive Barker,4.0,"November 1, 1992",Children,94,1,The world-building in this fantasy novel is incredible.
The Thief of Always,9780061091469,Clive Barker,4.0,"November 1, 1992",Children,247,1,
The Nicest Girl in the School,9781409900214,"Angela Brazil,Arthur A. Dixon",,"January 1, 1909",Children,163,0,A captivating story with well-developed characters.
Eragon (The Inheritance Cycle #1),9780375826696,Christopher Paolini,4.0,"June 1, 2002",Children,281,1,I found the writing style to be quite beautiful.
What Shape is a Snow Flake?: Magic Numbers in Nature,9780716747949,Ian Stewart,4.0,"April 28, 1998",Math,28,0,Disappointing after all the hype.
Check & Mate,9780593619919,Ali Hazelwood,4.0,"November 7, 2023",Math,29,0,A quick and entertaining read.
"Don't Know Where, Don't Know When",9780979476945,Annette Laing,,"August 18, 2007",Children,38,1,A classic for a reason. Highly enjoyable.
"Thank You, Mr. Falker",9780399237324,Patricia Polacco,5.0,"May 4, 1998",Math,7,0,A quick and entertaining read.
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,9780446580267,Eric    Weiner,4.0,"January 1, 2008",Personal-Development,76,0,I found the writing style to be quite beautiful.
What Is the Name of This Book?,9780671628321,Raymond M. Smullyan,4.0,"January 1, 1978",Math,396,1,The plot twists kept me guessing until the end.
Computer Science Distilled: Learn the Art of Solving Computational Problems,9780997316001,"Wladston Ferreira Filho,Raimondo Pictet",4.0,"January 17, 2017",Computer-Science,125,1,The ending left me wanting more.
Computer Science Distilled: Learn the Art of Solving Computational Problems,9780997316001,"Wladston Ferreira Filho,Raimondo Pictet",3.0,"January 17, 2017",Computer-Science,339,0,
"The Warded Man (The Demon Cycle, #1)",9780345503800,Peter V. Brett,1.0,"September 1, 2008",Fantasy,322,0,I would recommend this to fans of [genre].
Some Doubt About It,9781662517112,Marion McNabb,4.0,"May 7, 2024",Personal-Development,53,1,A thought-provoking and insightful book.
Some Doubt About It,9781662517112,Marion McNabb,,"May 7, 2024",Personal-Development,112,1,A quick and entertaining read.
Some Doubt About It,9781662517112,Marion McNabb,4.0,"May 7, 2024",Personal-Development,206,1,I would recommend this to fans of [genre].
Gold Dust,9780192755292,Geraldine McCaughrean,3.0,"January 1, 1986",Children,354,0,The ending left me wanting more.
Gold Dust,9780192755292,Geraldine McCaughrean,3.0,"January 1, 1986",Children,500,0,
"The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made",9781451661194,"Greg Sestero,Tom Bissell",4.0,"October 10, 2013",Personal-Development,298,1,The pacing felt a bit off in the middle.
My Cousin Momo,9780803740112,Zachariah OHora,4.0,"June 2, 2015",Cars,217,0,A quick and entertaining read.
Intuitive Eating: A Revolutionary Program That Works,9780312321239,"Evelyn Tribole,Elyse Resch",4.0,"May 1, 1995",Personal-Development,74,1,I found the writing style to be quite beautiful.
Intuitive Eating: A Revolutionary Program That Works,9780312321239,"Evelyn Tribole,Elyse Resch",4.0,"May 1, 1995",Personal-Development,237,1,
Intuitive Eating: A Revolutionary Program That Works,9780312321239,"Evelyn Tribole,Elyse Resch",4.0,"May 1, 1995",Personal-Development,488,1,I found the writing style to be quite beautiful.
The Time of My Life,9781439158586,"Patrick  Swayze,Lisa Niemi Swayze",4.0,"May 8, 2007",Personal-Development,474,1,The world-building in this fantasy novel is incredible.
Waking the Tiger: Healing Trauma,9781556432330,"Peter A. Levine,Ann  Frederick",4.0,"January 1, 1997",Business,204,0,A thought-provoking and insightful book.
Flapper Pie and a Blue Prairie Sky: A Modern Baker's Guide to Old-Fashioned Desserts: A Baking Book,9780449016954,Karlynn Johnston,4.0,"October 25, 2016",Math,450,0,A quick and entertaining read.
Open Leadership: How Social Technology Can Transform the Way You Lead,9780470597262,Charlene Li,4.0,"January 1, 2010",Technology,219,0,The world-building in this fantasy novel is incredible.
"The Sandman, Vol. 2: The Doll's House",9781563892257,"Neil Gaiman,Mike Dringenberg,Malcolm Jones III,Chris Bachalo,Michael Zulli,Steve Parkhouse,Todd Klein,Clive Barker",4.0,"April 26, 1990",Comics,460,0,
"The Lightning Thief (Percy Jackson and the Olympians, #1)",9780786838653,Rick Riordan,4.0,"July 28, 2005",Fantasy,31,1,The ending left me wanting more.
"The Lightning Thief (Percy Jackson and the Olympians, #1)",9780786838653,Rick Riordan,4.0,"July 28, 2005",Fantasy,357,0,I would recommend this to fans of [genre].
"Kitten in the Candy Corn (Animal Ark, #41; Animal Ark Holiday Special, #12)",9780439687584,"Ben M. Baglio,Ann Baum",4.0,"January 1, 2004",Math,171,1,
"A Fostered Love (Foster Siblings, #1)",9781596329027,Cameron Dane,4.0,"March 24, 2009",Cars,305,1,"Not what I expected, but in a good way!"
"Gmorning, Gnight!: Little Pep Talks for Me & You",9781984854285,"Lin-Manuel Miranda,Jonny Sun",4.0,"October 16, 2018",Personal-Development,469,1,The world-building in this fantasy novel is incredible.
The Power of Regret: How Looking Backward Moves Us Forward,9780735210653,Daniel H. Pink,4.0,"February 1, 2022",Business,325,1,I found the writing style to be quite beautiful.
"Jerusalem Inn (Richard Jury, #5)",9780451411617,Martha Grimes,4.0,"January 1, 1984",nonfiction,193,1,The ending left me wanting more.
"Jerusalem Inn (Richard Jury, #5)",9780451411617,Martha Grimes,,"January 1, 1984",nonfiction,342,1,I couldn't put it down!
"Jerusalem Inn (Richard Jury, #5)",9780451411617,Martha Grimes,2.0,"January 1, 1984",nonfiction,429,0,I struggled to connect with the main character.
Figuring,9781524748135,Maria Popova,4.0,"February 5, 2019",Computer-Science,374,1,I would recommend this to fans of [genre].
Batman: Knightfall,9780553572605,Dennis O&apos;Neil,3.0,"January 1, 1994",Comics,405,0,The pacing felt a bit off in the middle.
Red Ranger Came Calling,9780316102490,Berkeley Breathed,4.0,"January 1, 1994",Children,198,0,
The 5 Levels of Leadership: Proven Steps to Maximize Your Potential,9781599953656,John C. Maxwell,4.0,"October 4, 2011",Personal-Development,184,1,A quick and entertaining read.
The Smart Money Woman,9781785897603,Arese Ugwu,4.0,"August 9, 2016",Personal-Development,262,1,A thought-provoking and insightful book.
The Smart Money Woman,9781785897603,Arese Ugwu,4.0,"August 9, 2016",Personal-Development,482,0,I couldn't put it down!
Aurora,9780316098106,Kim Stanley Robinson,4.0,"July 7, 2015",Math,313,1,This book really made me think about [a theme].
"The Crossing Places (Ruth Galloway, #1)",9780547229898,Elly Griffiths,1.0,"February 5, 2009",Computer-Science,369,0,A captivating story with well-developed characters.
More Effective C++: 35 New Ways to Improve Your Programs and Designs,0785342633719,Scott Meyers,4.0,"January 8, 1995",Computer-Science,87,1,The plot twists kept me guessing until the end.
Bathtime Mathtime (McKellar Math),9781101933947,"Danica McKellar,Alicia Padrón",,"June 26, 2018",Math,123,0,A quick and entertaining read.
"Schaum's Outline of Linear Algebra, Sixth Edition (Schaum's Outlines)",9781260011449,"Seymour Lipschutz,Marc Lipson",4.0,"January 1, 1968",Computer-Science,170,0,A classic for a reason. Highly enjoyable.
"The Magic School Bus Explores the Senses (The Magic School Bus, #10)",9780590446983,"Joanna Cole,Bruce Degen",4.0,"January 1, 1999",Math,423,1,Disappointing after all the hype.
"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",9780743243155,M. Scott Peck,3.0,"January 1, 1978",Business,366,0,The world-building in this fantasy novel is incredible.
Alone Together: Why We Expect More from Technology and Less from Each Other,9780465093656,Sherry Turkle,4.0,"January 11, 2011",Computer-Science,149,0,I would recommend this to fans of [genre].
Alone Together: Why We Expect More from Technology and Less from Each Other,9780465093656,Sherry Turkle,4.0,"January 11, 2011",Computer-Science,444,0,The world-building in this fantasy novel is incredible.
Symmetry and the Monster: The Story of One of the Greatest Quests of Mathematics,9780192807229,Mark Ronan,4.0,"January 1, 2006",Math,225,0,A captivating story with well-developed characters.
Grow Rich! With Peace of Mind,9780449911570,Napoleon Hill,4.0,"January 1, 1982",Personal-Development,89,1,A thought-provoking and insightful book.
"Wheels, Life, and Other Mathematical Amusements",9780716715887,Martin Gardner,4.0,"November 1, 1983",Math,144,1,A captivating story with well-developed characters.
The Awakening of Intelligence,9780060648343,J. Krishnamurti,4.0,"January 1, 1973",Personal-Development,62,0,The plot twists kept me guessing until the end.
Meg Mackintosh and the Mystery at the Soccer Match - title #6: A Solve-It-Yourself Mystery (6) (Meg Mackintosh Mystery series),9781888695052,Lucinda Landon,4.0,"April 1, 1997",Math,64,1,A classic for a reason. Highly enjoyable.
"The Pursuit of Happiness: Discovering the Pathway to Fulfillment, Well-Being, and Enduring Personal Joy",9780380715220,David G. Myers,4.0,"January 1, 1992",Computer-Science,391,0,I couldn't put it down!
"The Pursuit of Happiness: Discovering the Pathway to Fulfillment, Well-Being, and Enduring Personal Joy",9780380715220,David G. Myers,3.0,"January 1, 1992",Computer-Science,486,0,I found the writing style to be quite beautiful.
"An Heiress's Guide to Deception and Desire (Ladies Most Scandalous, #2)",9781538736159,Manda Collins,4.0,"November 16, 2021",Cars,190,1,The world-building in this fantasy novel is incredible.
"An Heiress's Guide to Deception and Desire (Ladies Most Scandalous, #2)",9781538736159,Manda Collins,,"November 16, 2021",Cars,497,0,I couldn't put it down!
Foucault’s Pendulum,9780156032971,"Umberto Eco,William Weaver",4.0,"October 4, 1988",Technology,2,1,
"Confessions of a D-List Supervillain (D-List Supervillain, #1)",9781461084747,Jim Bernheimer,4.0,"April 1, 2011",Comics,468,1,"Not what I expected, but in a good way!"
Tunes for Bears to Dance to (New Windmill),9780435124304,Robert Cormier,4.0,"January 1, 1992",Children,186,0,A captivating story with well-developed characters.
Tunes for Bears to Dance to (New Windmill),9780435124304,Robert Cormier,4.0,"January 1, 1992",Children,298,1,The world-building in this fantasy novel is incredible.
The Books of Magic,9781563890826,"Neil Gaiman,John Bolton,Scott Hampton,Charles Vess,Paul Johnson,Roger Zelazny",1.0,"January 1, 1993",Comics,112,0,I would recommend this to fans of [genre].
The Books of Magic,9781563890826,"Neil Gaiman,John Bolton,Scott Hampton,Charles Vess,Paul Johnson,Roger Zelazny",,"January 1, 1993",Comics,149,1,A quick and entertaining read.
The Books of Magic,9781563890826,"Neil Gaiman,John Bolton,Scott Hampton,Charles Vess,Paul Johnson,Roger Zelazny",4.0,"January 1, 1993",Comics,175,1,I couldn't put it down!
On a Sunbeam,9781250178138,Tillie Walden,4.0,"May 22, 2018",Children,26,1,A classic for a reason. Highly enjoyable.
On a Sunbeam,9781250178138,Tillie Walden,3.0,"May 22, 2018",Children,497,0,I would recommend this to fans of [genre].
"Dead Space: Martyr (Dead Space, #1)",9780765325037,B.K. Evenson,4.0,"January 1, 2010",Biology,190,1,"Not what I expected, but in a good way!"
"Flambards (Flambards, #1)",9780192719553,K.M. Peyton,4.0,"January 1, 1967",Children,332,0,Disappointing after all the hype.
"True Beauty, Vol. 1",9781990259890,Yaongyi,4.0,"November 8, 2022",Comics,96,0,A classic for a reason. Highly enjoyable.
"Silver Borne (Mercy Thompson, #5)",9780441018192,Patricia Briggs,1.0,"March 30, 2010",Fantasy,7,0,A thought-provoking and insightful book.
"Silver Borne (Mercy Thompson, #5)",9780441018192,Patricia Briggs,4.0,"March 30, 2010",Fantasy,145,0,The ending left me wanting more.
"Silver Borne (Mercy Thompson, #5)",9780441018192,Patricia Briggs,2.0,"March 30, 2010",Fantasy,255,0,"Not what I expected, but in a good way!"
"The Disappearing Friend Mystery (The Boxcar Children, #30)",9780807516287,"Gertrude Chandler Warner,Charles Tang",4.0,"September 1, 1991",Math,354,1,I couldn't put it down!
The Witness,9780195175189,Nora Roberts,4.0,"April 17, 2012",Technology,150,0,The world-building in this fantasy novel is incredible.
The Richness of Life: The Essential Stephen Jay Gould,9780393064988,"Stephen Jay Gould,Oliver Sacks,Steven Rose",4.0,"January 1, 2006",Computer-Science,152,1,A thought-provoking and insightful book.
The Richness of Life: The Essential Stephen Jay Gould,9780393064988,"Stephen Jay Gould,Oliver Sacks,Steven Rose",4.0,"January 1, 2006",Computer-Science,425,0,A quick and entertaining read.
The Richness of Life: The Essential Stephen Jay Gould,9780393064988,"Stephen Jay Gould,Oliver Sacks,Steven Rose",4.0,"January 1, 2006",Computer-Science,469,0,
Cadence and Kittenfish: A Mermaid Tale,9781951784119,"Judith L. Roth,Jaclyn Sinquett",,"August 30, 2022",Children,449,1,I would recommend this to fans of [genre].
The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data,9780316380508,"Kevin D. Mitnick,Robert Vamosi",4.0,"February 14, 2017",Computer-Science,36,1,The ending left me wanting more.
"The Present: The Secret to Enjoying Your Work and Life, Now!",9780385509305,Spencer Johnson,4.0,"February 1, 1981",Personal-Development,86,1,"Not what I expected, but in a good way!"
"Primal Waters (MEG, #3)",9780765347855,Steve Alten,,"January 1, 2004",Biology,360,0,The ending left me wanting more.
Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,9780684818863,James W. Loewen,,"August 4, 1995",Personal-Development,135,0,I couldn't put it down!
Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,9780684818863,James W. Loewen,4.0,"August 4, 1995",Personal-Development,411,1,A thought-provoking and insightful book.
Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,9780684818863,James W. Loewen,4.0,"August 4, 1995",Personal-Development,430,1,A classic for a reason. Highly enjoyable.
What to Say When You Talk to Yourself,9780722525111,Shad Helmstetter,,"January 1, 1986",Personal-Development,56,0,I couldn't put it down!
"National Security (Jericho Quinn, #1)",9780786029143,Marc Cameron,4.0,"November 1, 2011",Technology,137,0,A classic for a reason. Highly enjoyable.
"National Security (Jericho Quinn, #1)",9780786029143,Marc Cameron,4.0,"November 1, 2011",Technology,272,0,This book really made me think about [a theme].
Love Lessons,9780439999076,David Belbin,3.0,"January 1, 1998",Children,140,1,A captivating story with well-developed characters.
Fannie in the Kitchen: The Whole Story from Soup to Nuts of How Fannie Farmer Invented Recipes with Precise Measurements,9780689869976,"Deborah Hopkinson,Nancy Carpenter",4.0,"May 1, 2001",Math,43,0,The ending left me wanting more.
"God Is the Cure, Love Is the Answer: A Memoir",9781637461945,Aimee Cabo Nikolov,2.0,"August 7, 2018",Business,101,0,A captivating story with well-developed characters.
"God Is the Cure, Love Is the Answer: A Memoir",9781637461945,Aimee Cabo Nikolov,3.0,"August 7, 2018",Business,491,0,I found the writing style to be quite beautiful.
"Functional Web Development with Elixir, OTP, and Phoenix: Rethink the Modern Web App",9781680505429,Lance Halvorsen,4.0,"January 25, 2018",Computer-Science,270,0,I couldn't put it down!
"The Frankenstein Factory (Spy High, #1)",9780316737609,A.J. Butcher,3.0,"January 1, 2003",Children,281,0,A classic for a reason. Highly enjoyable.
The Diversity of Life (Questions of Science),9780393319408,Edward O. Wilson,4.0,"December 1, 1992",Computer-Science,82,1,This book really made me think about [a theme].
The Diversity of Life (Questions of Science),9780393319408,Edward O. Wilson,4.0,"December 1, 1992",Computer-Science,442,0,I found the writing style to be quite beautiful.
Drive by Shootings : Photographs by a New York Taxi Driver,9783829028912,David Bradford,4.0,"May 1, 2000",Cars,244,1,Disappointing after all the hype.
Credence,9781660089055,Penelope Douglas,4.0,"January 13, 2020",Children,260,1,A quick and entertaining read.
Credence,9781660089055,Penelope Douglas,4.0,"January 13, 2020",Children,393,1,"Not what I expected, but in a good way!"
The Map That Changed the World: William Smith and the Birth of Modern Geology,9780060931803,Simon Winchester,4.0,"July 5, 2001",History,15,0,I couldn't put it down!
Aircraft Electricity and Electronics (Aviation Technology Series),9780070048003,"Thomas K.; Bent James L. Eismin,James L. McKinley,Ralph D. Bent",4.0,"December 1, 1989",Computer-Science,318,1,The ending left me wanting more.
Fluid: The Approach Applied by Geniuses Over Centuries,9788183285278,Ashish Jaiswal,,"October 15, 2018",Personal-Development,397,0,I found the writing style to be quite beautiful.
"Waistcoats & Weaponry (Finishing School, #3)",9780316190275,Gail Carriger,4.0,"November 14, 2014",Math,255,1,This book really made me think about [a theme].
The Power of a Positive No: How to Say No and Still Get to Yes,9780553804980,William Ury,4.0,"January 1, 2007",Computer-Science,440,1,A thought-provoking and insightful book.
The Thing You Think You Cannot Do: Thirty Truths You Need to Know Now About Fear and Courage,9781613751541,"Gordon Livingston,Sean Runnette",3.0,"March 27, 2012",Personal-Development,499,1,
Healing Lives,9781760982034,Sue      Williams,4.0,"October 13, 2020",Computer-Science,245,1,"Not what I expected, but in a good way!"
"Pro Leadership: Establishing Your Credibility, Building Your Following and Leading With Impact",9781631951244,Andrew  Wyatt,,"February 9, 2021",Personal-Development,370,0,"Not what I expected, but in a good way!"
The Anger Workbook: A 13-Step Interactive Plan to Help You... (Minirth-Meier Clinic Series),9780840745743,"Les Carter,Paul M.D. Meier,Frank B. Minirth",3.0,"November 6, 1992",Computer-Science,33,0,
The Anger Workbook: A 13-Step Interactive Plan to Help You... (Minirth-Meier Clinic Series),9780840745743,"Les Carter,Paul M.D. Meier,Frank B. Minirth",4.0,"November 6, 1992",Computer-Science,113,1,I would recommend this to fans of [genre].
You Were Born for This: Astrology for Radical Self-Acceptance,9780062840639,Chani Nicholas,4.0,"January 7, 2020",Personal-Development,134,0,A thought-provoking and insightful book.
You Were Born for This: Astrology for Radical Self-Acceptance,9780062840639,Chani Nicholas,4.0,"January 7, 2020",Personal-Development,274,1,A quick and entertaining read.
You Were Born for This: Astrology for Radical Self-Acceptance,9780062840639,Chani Nicholas,,"January 7, 2020",Personal-Development,422,0,The ending left me wanting more.
"The Apothecary (The Apothecary, #1)",9780399256271,"Maile Meloy,Ian Schoenherr",4.0,"August 29, 2011",Children,37,0,I struggled to connect with the main character.
The Goshawk,9781590172490,"T.H. White,Marie Winn",4.0,"January 1, 1951",Biology,114,1,I couldn't put it down!
The Third Chimpanzee: The Evolution and Future of the Human Animal,9780060845506,Jared Diamond,4.0,"May 2, 1991",Biology,408,1,The plot twists kept me guessing until the end.
My Brother's Lover (Twin Ties #1),9781622341436,Lynn Kelling,4.0,"February 4, 2014",Cars,76,0,Disappointing after all the hype.
My Brother's Lover (Twin Ties #1),9781622341436,Lynn Kelling,4.0,"February 4, 2014",Cars,152,1,Disappointing after all the hype.
Proofs from THE BOOK,9783662572641,"Martin Aigner,Günter M. Ziegler,Karl H. Hofmann",4.0,"December 31, 1998",Computer-Science,95,1,This book really made me think about [a theme].
Trespassers,9781338264234,Breena Bard,4.0,"May 5, 2020",Children,47,1,A thought-provoking and insightful book.
Trespassers,9781338264234,Breena Bard,4.0,"May 5, 2020",Children,171,1,
"Life Strategies: Doing What Works, Doing What Matters",9780641556234,Phillip C. McGraw,4.0,"January 1, 1999",Personal-Development,55,0,A captivating story with well-developed characters.
A Solitude of Wolverines (Alex Carter #1),9780062982094,Alice Henderson,4.0,"October 27, 2020",Math,233,1,A quick and entertaining read.
